CUSTOMERID,FAMILYNAME,GIVENNAME,DATEOFBIRTH,CITY,COUNTRY,POSTALCODE,CELLCOUNTRYCODE,PHONECOUNTRYCODE,CERTIFICATEEXPIRYDATE,CERTIFICATEISSUER,CERTIFICATETYPE,LASTMAINTENANCETELLERID,REGISTRATIONDATE,CUSTOMERTYPE,NATIONALITY,GENDER,ETHNICGROUP,OCCUPATION,EMAIL,ISBILLINGORG,ISMERCHANT
2362,Blanston,Gern,11/12/1960 0:00,None,None,111111,65,65,31/12/2099,None,IC number,API,3/9/2024 0:00,100,Prefer to not say,Male,Prefer to not say,ABRASIVES MIXER,alanmegargel@smu.edu.sg,FALSE,FALSE
2363,Blanston,Gern,11/12/1960 0:00,None,None,111111,65,65,31/12/2099,None,IC number,API,3/9/2024 0:00,100,Prefer to not say,Male,Prefer to not say,ABBOT,alanmegargel@smu.edu.sg,FALSE,FALSE
2364,Blanston,Gern,11/12/1960 0:00,None,None,111111,65,65,31/12/2099,None,IC number,API,3/9/2024 0:00,100,Prefer to not say,Male,Prefer to not say,ABLE SEAMAN,alanmegargel@smu.edu.sg,FALSE,FALSE
2365,Blanston,Gern,11/12/1960 0:00,None,None,111111,65,65,31/12/2099,None,IC number,API,3/9/2024 0:00,100,Prefer to not say,Male,Prefer to not say,ABBOT,alanmegargel@smu.edu.sg,FALSE,FALSE
2366,Blanston,Gern,11/12/1960 0:00,None,None,111111,65,65,31/12/2099,None,IC number,API,3/9/2024 0:00,100,Prefer to not say,Male,Prefer to not say,ABRASIVES MIXER,alanmegargel@smu.edu.sg,FALSE,FALSE
2367,Doe,John,3/5/1988 0:00,Downtown Core,Singapore,188613,65,65,31/12/2099,199,IC number,API,3/9/2024 0:00,100,199,Male,199,ABBOT,shawn.ng.2022@scis.smu.edu.sg,FALSE,FALSE
2368,Doe,Jane,19/6/1985 0:00,Downtown Core,Singapore,188613,65,65,31/12/2099,199,IC number,API,3/9/2024 0:00,100,199,Female,199,ABBOT,shawn.ng.2022@scis.smu.edu.sg,FALSE,FALSE
2369,elagnkovan,shaythuram,13/9/2000 0:00,None,Singapore,730670,65,65,31/12/2099,199,IC number,API,3/9/2024 0:00,100,199,Male,199,ADVERTISING SALESMAN,shaythurams.2021@scis.smu.edu.sg,FALSE,FALSE
2370,Tan,Angela,18/12/2002 0:00,None,Singapore,400014,65,65,31/12/2099,199,IC number,API,4/9/2024 0:00,100,199,Female,199,DIGITAL PRODUCT MANAGER,angela.tan.2022@scis.smu.edu.sg,FALSE,FALSE
2371,Kezia,Kezia,18/12/2001 0:00,Novena,Singapore,309061,65,65,31/12/2099,199,IC number,API,5/9/2024 0:00,100,199,Female,199,Student,kezia.2020@scis.smu.edu.sg,FALSE,FALSE
2372,Lim,Gerald,25/11/2000 0:00,Downtown Core,Singapore,178902,65,65,31/12/2099,199,IC number,API,10/9/2024 0:00,100,199,Male,199,Student,geraldlimjw@gmail.com,FALSE,FALSE
2373,None,Yelnats Pte Ltd,1/1/1900 0:00,None,Singapore,178902,65,65,31/12/2099,199,IC number,API,16/9/2024 0:00,200,199,Prefer to not say,199,None,stanley.ng.2020@scis.smu.edu.sg,FALSE,FALSE
2374,None,Sharon Chua,1/1/1900 0:00,None,None,188065,65,65,31/12/2099,None,IC number,API,17/9/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,sharoncyt28@gmail.com,FALSE,FALSE
2375,None,IS484 Team 2 (test),1/1/1900 0:00,None,None,188065,65,65,31/12/2099,None,IC number,API,17/9/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,sharoncyt28@gmail.com,FALSE,FALSE
2376,None,Impawsible,1/1/1900 0:00,None,Singapore,500000,65,65,31/12/2099,199,IC number,API,25/9/2024 0:00,200,199,Prefer to not say,199,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2377,None,Impawsible,1/1/1900 0:00,None,None,500000,65,65,31/12/2099,None,IC number,API,26/9/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2378,None,test corp 1,1/1/1900 0:00,Woodlands,Singapore,737937,65,65,31/12/2099,199,IC number,API,27/9/2024 0:00,200,199,Prefer to not say,199,None,alanmegargel@smu.edu.sg,FALSE,FALSE
2379,None,test corp 1,1/1/1900 0:00,Woodlands,Singapore,737937,65,65,31/12/2099,199,IC number,API,27/9/2024 0:00,200,199,Prefer to not say,199,None,alanmegargel@smu.edu.sg,FALSE,FALSE
2380,Megargel,Alan,11/9/2024 0:00,Woodlands,Singapore,737937,65,65,31/12/2099,199,IC number,API,27/9/2024 0:00,100,199,Male,199,ABBOT,alanmegargel@smu.edu.sg,FALSE,FALSE
2381,Megargel,Alan,5/9/2024 0:00,Woodlands,Singapore,737937,65,65,31/12/2099,199,IC number,API,27/9/2024 0:00,100,199,Male,199,ABLE SEAMAN,alanmegargel@smu.edu.sg,FALSE,FALSE
2382,Megargel,Alan,5/9/2024 0:00,Woodlands,Singapore,737937,65,65,31/12/2099,199,IC number,API,28/9/2024 0:00,100,199,Male,199,ABRASIVE WHEEL MOULDER,alanmegargel@smu.edu.sg,FALSE,FALSE
2383,None,IS484 Team 2,1/1/1900 0:00,None,Singapore,188065,65,65,31/12/2099,199,IC number,API,8/10/2024 0:00,200,199,Prefer to not say,199,None,sharoncyt28@gmail.com,FALSE,FALSE
2384,None,Alexis Ltd,1/1/1900 0:00,Singapore,Singapore,178903,65,65,31/12/2099,199,IC number,API,11/10/2024 0:00,200,199,Prefer to not say,199,None,limjoowei@yahoo.com.sg,FALSE,FALSE
2385,None,qq,1/1/1900 0:00,None,None,222222,65,65,31/12/2099,None,IC number,API,16/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,bibij@gmail.com,FALSE,FALSE
2386,DBS TestUser,Ma,19/9/1998 0:00,Kallang,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,19/10/2024 0:00,100,Singapore,Male,Singapore,None,nz5@test.com,FALSE,FALSE
2387,Test,Ma,3/11/1999 0:00,Marine Parade,Singapore,610712,65,65,31/12/2099,Singapore,IC number,API,19/10/2024 0:00,200,Singapore,Male,Singapore,None,n6@test.com,FALSE,FALSE
2396,None,Singapore Management University,1/1/1900 0:00,None,None,753365,65,65,31/12/2099,None,IC number,API,22/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,yaodong.kua.2021@scis.smu.edu.sg,FALSE,FALSE
2397,None,NTUC Fairprice Co-operative Limited ,1/1/1900 0:00,None,Singapore,629117,65,65,31/12/2099,199,IC number,API,29/10/2024 0:00,200,199,Prefer to not say,199,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2398,None,NTUC Fairprice Co-operative Limited ,1/1/1900 0:00,None,None,629117,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2399,None,NTUC Fairprice Co-operative Limited ,1/1/1900 0:00,None,None,629117,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2400,None,Singapore Management University,1/1/1900 0:00,None,None,188065,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2401,None,Singapore Management University,1/1/1900 0:00,None,None,188065,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2402,None,Singapore Management University,1/1/1900 0:00,None,None,188065,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2403,None,SEA Pte. Ltd.,1/1/1900 0:00,None,None,658065,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2404,None,SEA Pte. Ltd.,1/1/1900 0:00,None,None,658065,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2405,None,SEA Pte. Ltd.,1/1/1900 0:00,None,None,658065,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2406,None,NIL,1/1/1900 0:00,None,None,188065,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,huimin.poh.2021@scis.smu.edu.sg,FALSE,FALSE
2407,None,Grabcar Pte. Ltd.,1/1/1900 0:00,None,None,138498,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2408,None,Grabcar Pte. Ltd.,1/1/1900 0:00,None,None,138498,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2409,None,OCK Construction Pte Ltd,1/1/1900 0:00,None,None,339407,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2410,None,OCK Construction Pte Ltd,1/1/1900 0:00,None,None,339407,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2411,None,OCK Construction Pte Ltd,1/1/1900 0:00,None,None,339407,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2412,None,Target Corporation,1/1/1900 0:00,None,None,309565,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2413,None,Target Corporation,1/1/1900 0:00,None,None,309565,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2414,None,Target Corporation,1/1/1900 0:00,None,None,309565,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2415,None,CAPITALAND GROUP PTE. LTD.,1/1/1900 0:00,None,None,68912,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2416,None,CAPITALAND GROUP PTE. LTD.,1/1/1900 0:00,None,None,68912,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2417,None,CAPITALAND GROUP PTE. LTD.,1/1/1900 0:00,None,None,68912,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2418,None,Singapore Management University,1/1/1900 0:00,None,None,753365,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2419,None,Singapore Management University,1/1/1900 0:00,None,None,753365,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2420,None,NTUC Fairprice Co-operative Limited ,1/1/1900 0:00,None,None,600000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2421,None,NTUC Fairprice Co-operative Limited ,1/1/1900 0:00,None,None,600000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2422,None,Singapore Management University,1/1/1900 0:00,None,None,500000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2423,None,Singapore Management University,1/1/1900 0:00,None,None,500000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2424,None,Singapore Management University,1/1/1900 0:00,None,None,500000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2425,None,SEA Pte. Ltd.,1/1/1900 0:00,None,None,400000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2426,None,SEA Pte. Ltd.,1/1/1900 0:00,None,None,400000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2427,None,SEA Pte. Ltd.,1/1/1900 0:00,None,None,400000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2428,None,Grabcar Pte. Ltd.,1/1/1900 0:00,None,None,300000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2429,None,Grabcar Pte. Ltd.,1/1/1900 0:00,None,None,300000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2430,None,Grabcar Pte. Ltd.,1/1/1900 0:00,None,None,300000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2431,None,OCK Construction Pte Ltd,1/1/1900 0:00,None,None,200000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2432,None,OCK Construction Pte Ltd,1/1/1900 0:00,None,None,300000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2433,None,OCK Construction Pte Ltd,1/1/1900 0:00,None,None,200000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2434,None,Target Corporation,1/1/1900 0:00,None,None,100000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2435,None,Target Corporation,1/1/1900 0:00,None,None,100000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2436,None,Target Corporation,1/1/1900 0:00,None,None,100000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2437,None,CAPITALAND GROUP PTE. LTD.,1/1/1900 0:00,None,None,700000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2438,None,CAPITALAND GROUP PTE. LTD.,1/1/1900 0:00,None,None,700000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2439,None,CAPITALAND GROUP PTE. LTD.,1/1/1900 0:00,None,None,700000,65,65,31/12/2099,None,IC number,API,29/10/2024 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2440,doe,john ,5/3/2003 0:00,Singapore,Singapore,123456,6587534490,6587534490,31/12/2099,199,IC number,API,30/10/2024 0:00,100,199,Male,199,ABBOT,johndoe@example.com,FALSE,FALSE
2441,smith,jane,5/3/2003 0:00,Singapore,Singapore,651293,65,65,31/12/2099,199,IC number,API,31/10/2024 0:00,100,199,Female,199,ABBOT,janesmith@example.com,FALSE,FALSE
2442,Siah,Rae,3/7/2000 0:00,Hougang,Singapore,470147,65,65,31/12/2099,199,IC number,API,3/11/2024 0:00,100,199,Male,199,DRUGGIST,rowaynesiah.2022@scis.smu.edu.sg,FALSE,FALSE
2443,tan,taz,28/12/2004 0:00,None,None,111111,65,65,31/12/2099,None,IC number,API,8/11/2024 0:00,100,Prefer to not say,Female,Prefer to not say,None,taz@gmail.com,FALSE,FALSE
2448,Sim,Simi,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi@gmail.com,FALSE,FALSE
2449,Sim,Simi2,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2450,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2451,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2452,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2453,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2454,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2455,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2456,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2457,Tan,Jessica,14/5/1992 0:00,Singapore,Singapore,345678,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,Individual,Singapore,Female,Singapore,Software Engineer,jessica.tan@example.com,FALSE,FALSE
2458,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2459,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2460,Sim,Simi4,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi4@gmail.com,FALSE,FALSE
2461,Sim,Simi5,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi5@gmail.com,FALSE,FALSE
2462,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2463,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2464,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2465,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2466,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,9/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2467,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,10/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2468,Sim,Simi6,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,10/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi6@gmail.com,FALSE,FALSE
2469,Sim,Simi3,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,10/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi2@gmail.com,FALSE,FALSE
2470,Sim,Simi7,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,10/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi7@gmail.com,FALSE,FALSE
2471,Ng,John,22/11/1985 0:00,Singapore,Singapore,238879,65,65,31/12/2099,Singapore,IC number,API,10/11/2024 0:00,Corporate,Singapore,Male,Singapore,Financial Analyst,john.ng@example.com,FALSE,FALSE
2472,Doe,John,13/11/1999 0:00,None,None,636363,65,65,31/12/2099,None,IC number,API,11/11/2024 0:00,100,Prefer to not say,Male,Prefer to not say,ABLE SEAMAN,damon.wong.2022@scis.smu.edu.sg,FALSE,FALSE
2473,Doe,John,1/11/2000 0:00,None,Singapore,188065,65,65,31/12/2099,199,IC number,API,11/11/2024 0:00,100,199,Male,199,ABLE SEAMAN,damon.wong.2022@scis.smu.edu.sg,FALSE,FALSE
2474,Doe,John,1/11/2000 0:00,None,Singapore,188065,65,65,31/12/2099,199,IC number,API,11/11/2024 0:00,100,199,Male,199,ABLE SEAMAN,damon.wong.2022@scis.smu.edu.sg,FALSE,FALSE
2475,Doe,Jane,1/11/1999 0:00,None,Singapore,188065,65,65,31/12/2099,199,IC number,API,11/11/2024 0:00,100,199,Female,199,ABLE SEAMAN,damon.wong.2022@scis.smu.edu.sg,FALSE,FALSE
2476,Lee,Janette Lee ,10/7/1980 0:00,None,Singapore,520455,65,65,31/12/2099,199,IC number,API,12/11/2024 0:00,100,199,Female,199,None,minweiah585@gmail.com,FALSE,FALSE
2477,Tan,Mary,1/1/2006 0:00,Singapore,Singapore,123456,65,65,31/12/2099,199,IC number,API,12/11/2024 0:00,100,199,Female,199,AIRCRAFT CABIN CLEANER,shihui.ho.2022@scis.smu.edu.sg,FALSE,FALSE
2478,Ong,David,1/1/1969 0:00,Singapore,Singapore,234567,65,65,31/12/2099,199,IC number,API,12/11/2024 0:00,100,199,Male,199,ACTOR,jingjie.ng.2022@scis.smu.edu.sg,FALSE,FALSE
2481,Lim,Janice,1/1/1979 0:00,Singapore,Singapore,345678,65,65,31/12/2099,199,IC number,API,12/11/2024 0:00,100,199,Female,199,INFORMATION TECHNOLOGY (IT) FIELD ENGINEER,taz.ng.2022@scis.smu.edu.sg,FALSE,FALSE
2482,Tan,Benedict,1/1/1959 0:00,Singapore,Singapore,456789,65,65,31/12/2099,199,IC number,API,12/11/2024 0:00,100,199,Male,199,DOCTOR (GENERAL MEDICAL PRACTICE),clarisechua.2022@scis.smu.edu.sg,FALSE,FALSE
2483,Doe,John,31/12/2014 0:00,Sample City,Sampleland,123456,65,65,31/12/2099,Sampleland,IC number,API,12/11/2024 0:00,Individual,Sampleland,Male,Sampleland,Software Engineer,johndoe@example.com,FALSE,FALSE
2484,Sim,Simi8,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,12/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi6@gmail.com,FALSE,FALSE
2485,Sim,Simi9,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,12/11/2024 0:00,100,Singapore,Male,Singapore,student,simsimi9@gmail.com,FALSE,FALSE
2486,pim,ppimi7,31/12/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,Singapore,IC number,API,12/11/2024 0:00,100,Singapore,Male,Singapore,student,smsimi7@gmail.com,FALSE,FALSE
2487,Chiluveru,Sathwik,30/9/2002 0:00,Singapore,Singapore,321016,65,65,31/12/2099,Singapore,IC number,API,12/11/2024 0:00,100,Singapore,Male,Singapore,Student,sathwikchiluveru@gmail.com,FALSE,FALSE
2488,Chiluveru,Sathwik,30/9/2002 0:00,Singapore,Singapore,321016,65,65,31/12/2099,Singapore,IC number,API,12/11/2024 0:00,100,Singapore,Male,Singapore,Student,sathwikhack@gmail.com,FALSE,FALSE
2489,rhrhb,hbrvhbvrhbr,1/1/2001 0:00,Singapore,Singapore,321016,65,65,31/12/2099,Singapore,IC number,API,12/11/2024 0:00,100,Singapore,Male,Singapore,bhvhvbrh,dylanchua@gmail.com,FALSE,FALSE
2490,Jeff,Testing Profile,12/11/2024 0:00,None,None,600000,65,65,31/12/2099,None,IC number,API,12/11/2024 0:00,100,Prefer to not say,Male,Prefer to not say,Student,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2493,None,NTUC Fairprice Co-operative Limited ,1/1/1900 0:00,None,Singapore,600000,65,65,31/12/2099,199,IC number,API,31/12/2024 0:00,200,199,Prefer to not say,199,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2494,None,Alan Corp,1/1/1900 0:00,Woodlands,Singapore,737937,65,65,31/12/2099,199,IC number,API,5/1/2025 0:00,200,199,Prefer to not say,199,None,alanmegargel@smu.edu.sg,FALSE,FALSE
