TRANSACTIONID,ACCOUNTFROM,ACCOUNTTO,BANKIDFROM,BANKIDTO,TRANSACTIONAMOUNT,EXCHANGERATE,TRANSACTIONDATE,TRANSACTIONTYPE,INTERIMBALANCE,ACCOUNTTO_INTERIMBALANCE,CURRENCY,QUOTECURRENCY,PAYMENTMODE,OVERRIDEFLAG,NARRATIVE
414811,4974,4975,29,29,100.0,1.0,2024-08-28 16:07:00,301,9899.95,10100.0,SGD,SGD,Cash,False,Lunch
414812,4974,0,29,0,0.05,1.0,2024-08-28 16:07:00,153,9899.95,10100.0,SGD,SGD,Cash,True,Lunch
414813,4975,4974,29,29,100.0,1.0,2024-08-28 16:07:18,301,9999.95,9999.95,SGD,SGD,Cash,False,Lunch
414814,4975,0,29,0,0.05,1.0,2024-08-28 16:07:18,153,9999.95,9999.95,SGD,SGD,Cash,True,Lunch
414815,4975,4974,29,29,100.0,1.0,2024-08-28 16:09:18,301,9899.9,10099.95,SGD,SGD,Cash,False,Dinner
414816,4975,0,29,0,0.05,1.0,2024-08-28 16:09:18,153,9899.9,10099.95,SGD,SGD,Cash,True,Dinner
414817,4974,4975,29,29,100.0,1.0,2024-08-28 16:11:14,301,9999.9,9999.9,SGD,SGD,Cash,False,Lunch 2
414818,4974,0,29,0,0.05,1.0,2024-08-28 16:11:14,153,9999.9,9999.9,SGD,SGD,Cash,True,Lunch 2
414819,4974,4975,29,29,100.0,1.0,2024-08-28 16:12:17,301,9899.85,10099.9,SGD,SGD,Cash,False,Lunch 3
414820,4974,0,29,0,0.05,1.0,2024-08-28 16:12:17,153,9899.85,10099.9,SGD,SGD,Cash,True,Lunch 3
414821,4975,4974,29,29,100.0,1.0,2024-08-28 16:14:56,301,9999.85,9999.85,SGD,SGD,Cash,False,Dinner
414822,4975,0,29,0,0.05,1.0,2024-08-28 16:14:56,153,9999.85,9999.85,SGD,SGD,Cash,True,Dinner
414839,0,4985,0,29,0.0,1.0,2024-08-28 19:47:11,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414840,0,4985,0,29,10000.0,1.0,2024-08-28 19:48:28,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414841,4985,4955,29,29,100.0,1.0,2024-08-28 19:55:47,301,9899.95,9899.9,SGD,SGD,Cash,False,Lunch
414842,4985,0,29,0,0.05,1.0,2024-08-28 19:55:47,153,9899.95,9899.9,SGD,SGD,Cash,True,Lunch
414843,4985,4955,29,29,100.0,1.0,2024-08-28 19:57:15,301,9799.9,9999.9,SGD,SGD,Cash,False,Lunch2
414844,4985,0,29,0,0.05,1.0,2024-08-28 19:57:15,153,9799.9,9999.9,SGD,SGD,Cash,True,Lunch2
414845,0,4987,0,29,0.0,1.0,2024-08-28 20:00:52,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414846,0,4988,0,29,0.0,1.0,2024-08-28 20:01:41,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414847,0,4987,0,29,10000.0,1.0,2024-08-28 20:02:23,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414848,0,4988,0,29,10000.0,1.0,2024-08-28 20:05:07,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414849,0,4991,0,29,0.0,1.0,2024-08-28 21:15:21,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414850,0,4992,0,29,0.0,1.0,2024-08-28 21:23:28,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414851,0,4993,0,29,0.0,1.0,2024-08-29 13:27:12,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414852,0,4993,0,29,10000.0,1.0,2024-08-29 13:28:18,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414853,4987,4993,29,29,100.0,1.0,2024-08-29 16:20:37,301,9899.95,10100.0,SGD,SGD,Cash,False,Lunch
414854,4987,0,29,0,0.05,1.0,2024-08-29 16:20:37,153,9899.95,10100.0,SGD,SGD,Cash,True,Lunch
414855,4987,4993,29,29,100.0,1.0,2024-08-29 16:21:56,301,9799.9,10200.0,SGD,SGD,Cash,False,Test Trigger
414872,4935,0,29,0,0.05,1.0,2024-08-30 15:09:23,153,9999.9,9999.9,SGD,SGD,Cash,True,Lunch Part 2
414873,4935,4904,29,29,51.0,1.0,2024-08-30 15:10:30,301,9948.85,10050.9,SGD,SGD,Cash,False,lunch tmr
414874,4935,0,29,0,0.05,1.0,2024-08-30 15:10:30,153,9948.85,10050.9,SGD,SGD,Cash,True,lunch tmr
414875,0,4995,0,29,0.0,1.0,2024-08-30 20:53:16,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414876,4921,4988,29,29,100.0,1.0,2024-08-30 23:46:08,301,10099.95,10100.0,SGD,SGD,Cash,False,Lunch
414877,4921,0,29,0,0.05,1.0,2024-08-30 23:46:08,153,10099.95,10100.0,SGD,SGD,Cash,True,Lunch
414878,4921,4988,29,29,100.0,1.0,2024-08-30 23:47:45,301,9999.9,10200.0,SGD,SGD,Cash,False,Lunch again
414879,4921,0,29,0,0.05,1.0,2024-08-30 23:47:45,153,9999.9,10200.0,SGD,SGD,Cash,True,Lunch again
414880,0,4995,0,29,10000.0,1.0,2024-08-31 20:11:18,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414881,4995,4942,29,29,100.0,1.0,2024-08-31 20:14:31,301,9899.95,20099.9,SGD,SGD,Cash,False,test
414882,4995,0,29,0,0.05,1.0,2024-08-31 20:14:31,153,9899.95,20099.9,SGD,SGD,Cash,True,test
414883,0,4996,0,29,0.0,1.0,2024-08-31 22:07:28,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414884,0,4997,0,29,0.0,1.0,2024-08-31 22:17:25,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414885,0,4998,0,29,0.0,1.0,2024-08-31 22:44:21,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414886,0,4996,0,29,10000.0,1.0,2024-09-01 14:33:58,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414887,0,5000,0,29,0.0,1.0,2024-09-01 21:29:56,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414888,0,5001,0,29,0.0,1.0,2024-09-01 21:33:43,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414889,0,5002,0,29,0.0,1.0,2024-09-01 22:06:32,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414890,0,5003,0,29,0.0,1.0,2024-09-01 22:31:10,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414891,0,5002,0,29,10000.0,1.0,2024-09-01 22:49:29,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414892,0,5006,0,29,0.0,1.0,2024-09-01 23:01:47,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414893,0,5006,0,29,10000.0,1.0,2024-09-01 23:03:57,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414894,5006,5002,29,29,100.0,1.0,2024-09-01 23:42:19,301,9899.95,10100.0,SGD,SGD,Cash,False,Lunch
414895,5006,0,29,0,0.05,1.0,2024-09-01 23:42:19,153,9899.95,10100.0,SGD,SGD,Cash,True,Lunch
414896,5006,5002,29,29,100.0,1.0,2024-09-01 23:44:14,301,9799.9,10200.0,SGD,SGD,Cash,False,Lunch 2
414897,5006,0,29,0,0.05,1.0,2024-09-01 23:44:14,153,9799.9,10200.0,SGD,SGD,Cash,True,Lunch 2
414898,5002,5006,29,29,100.0,1.0,2024-09-01 23:47:23,301,10099.95,9899.9,SGD,SGD,Cash,False,Lunch
414899,5002,0,29,0,0.05,1.0,2024-09-01 23:47:23,153,10099.95,9899.9,SGD,SGD,Cash,True,Lunch
414900,5002,5006,29,29,100.0,1.0,2024-09-01 23:49:07,301,9999.9,9999.9,SGD,SGD,Cash,False,Lunch
414901,5002,0,29,0,0.05,1.0,2024-09-01 23:49:07,153,9999.9,9999.9,SGD,SGD,Cash,True,Lunch
414902,0,5008,0,29,0.0,1.0,2024-09-02 05:40:56,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414903,0,5008,0,29,10000.0,1.0,2024-09-02 05:43:27,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414904,4395,4388,29,29,10.0,0.7654,2024-09-02 12:23:26,301,1460.75,858.34,SGD,USD,Cash,False,test
414905,4395,0,29,0,0.05,1.0,2024-09-02 12:23:26,153,1460.75,858.34,SGD,SGD,Cash,True,test
414906,0,5010,0,29,0.0,1.0,2024-09-02 14:37:24,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414907,0,5011,0,29,0.0,1.0,2024-09-02 15:00:32,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414908,0,5012,0,29,0.0,1.0,2024-09-02 15:03:09,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414909,4988,4921,29,29,100.0,1.0,2024-09-02 15:25:41,301,10099.95,10099.9,SGD,SGD,Cash,False,Lunch
414910,4988,0,29,0,0.05,1.0,2024-09-02 15:25:42,153,10099.95,10099.9,SGD,SGD,Cash,True,Lunch
414911,4988,4921,29,29,100.0,1.0,2024-09-02 15:27:01,301,9999.9,10199.9,SGD,SGD,Cash,False,Test
414912,4988,0,29,0,0.05,1.0,2024-09-02 15:27:01,153,9999.9,10199.9,SGD,SGD,Cash,True,Test
414913,0,5014,0,29,0.0,1.0,2024-09-03 10:53:20,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414914,0,5015,0,29,0.0,1.0,2024-09-03 12:51:56,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414915,0,5016,0,29,0.0,1.0,2024-09-03 13:01:35,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414916,0,5017,0,29,0.0,1.0,2024-09-03 13:06:29,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414917,0,5018,0,29,0.0,1.0,2024-09-03 13:12:24,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414918,0,5019,0,29,0.0,1.0,2024-09-03 13:28:28,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414919,0,5020,0,29,0.0,1.0,2024-09-03 13:37:40,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414920,0,5021,0,29,0.0,1.0,2024-09-03 13:41:40,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414921,0,5022,0,29,0.0,1.0,2024-09-03 13:43:09,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414922,0,5027,0,29,0.0,1.0,2024-09-03 14:22:06,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
416213,5180,0,33,0,0.55,1.0,2024-10-30 16:03:42,153,198999.45,201000.0,SGD,SGD,Cash,True,30 October CIB fund transfer testing
416214,5136,5180,29,33,1000.0,1.0,2024-10-30 16:03:58,301,199999.45,199999.45,SGD,SGD,Cash,False,30 October CIB fund transfer testing
416215,5136,0,29,0,0.55,1.0,2024-10-30 16:03:59,153,199999.45,199999.45,SGD,SGD,Cash,True,30 October CIB fund transfer testing
416216,5210,5166,33,29,189981.9,1.0,2024-10-30 16:05:32,301,9999.45,389961.8,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 67
416217,5210,0,33,0,0.55,1.0,2024-10-30 16:05:33,153,9999.45,389961.8,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 67
416218,5211,5166,33,29,3000.0,1.0,2024-10-30 16:05:33,301,11999.45,392961.8,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 67
416219,5211,0,33,0,0.55,1.0,2024-10-30 16:05:33,153,11999.45,392961.8,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 67
416220,0,5210,0,33,3.0,1.0,2024-10-30 16:05:33,200,0.0,10002.45,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 67
416221,0,5211,0,33,3.6,1.0,2024-10-30 16:05:33,200,0.0,12003.05,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 67
416222,0,5166,0,29,117.89,1.0,2024-10-30 16:05:33,200,0.0,393079.69,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 67
416223,5148,4496,29,29,18.0,1.0,2024-10-30 16:06:06,302,199980.9,96.0,SGD,SGD,API,False,Zoom Pro account subscription
416224,5148,0,29,0,0.55,1.0,2024-10-30 16:06:06,153,199980.9,96.0,SGD,SGD,API,False,Zoom Pro account subscription
416225,5192,4496,33,29,18.0,1.0,2024-10-30 16:06:19,302,199980.9,114.0,SGD,SGD,API,False,Zoom Pro account subscription
416226,5192,0,33,0,0.55,1.0,2024-10-30 16:06:19,153,199980.9,114.0,SGD,SGD,API,False,Zoom Pro account subscription
416227,5186,4496,33,29,18.0,1.0,2024-10-30 16:09:12,302,199980.9,132.0,SGD,SGD,API,False,Zoom Pro account subscription
416228,5186,0,33,0,0.55,1.0,2024-10-30 16:09:12,153,199980.9,132.0,SGD,SGD,API,False,Zoom Pro account subscription
416229,5172,5174,29,33,1000.0,1.0,2024-10-30 16:09:28,301,198999.45,201000.0,SGD,SGD,Cash,False,30 October CIB fund transfer testing
416230,5172,0,29,0,0.55,1.0,2024-10-30 16:09:28,153,198999.45,201000.0,SGD,SGD,Cash,True,30 October CIB fund transfer testing
416231,0,5166,0,29,122.42,1.0,2024-10-30 16:09:37,200,0.0,393202.11,SGD,SGD,Mobile Banking,False,Interest Accrual for Notional Pooling: 69
416232,0,5210,0,33,6.6,1.0,2024-10-30 16:09:43,200,0.0,10009.05,SGD,SGD,Mobile Banking,False,Interest Accrual for Notional Pooling: 68
416233,5142,4496,29,29,18.0,1.0,2024-10-30 16:10:52,302,199980.9,150.0,SGD,SGD,API,False,Zoom Pro account subscription
416234,5142,0,29,0,0.55,1.0,2024-10-30 16:10:52,153,199980.9,150.0,SGD,SGD,API,False,Zoom Pro account subscription
416235,5180,4496,33,29,18.0,1.0,2024-10-30 16:12:18,302,199980.9,168.0,SGD,SGD,API,False,Zoom Pro account subscription
416236,5180,0,33,0,0.55,1.0,2024-10-30 16:12:19,153,199980.9,168.0,SGD,SGD,API,False,Zoom Pro account subscription
416237,5175,5173,33,29,1000.0,1.0,2024-10-30 16:13:29,301,13999.45,16000.0,SGD,SGD,Cash,False,30 October CIB fund transfer testing
416238,5175,0,33,0,0.55,1.0,2024-10-30 16:13:29,153,13999.45,16000.0,SGD,SGD,Cash,True,30 October CIB fund transfer testing
416239,5210,5166,33,29,663.15,1.0,2024-10-30 16:17:13,301,9345.35,393865.26,SGD,SGD,Cash,False,Payment for Documentary Collection ID: 13
416240,5210,0,33,0,0.55,1.0,2024-10-30 16:17:13,153,9345.35,393865.26,SGD,SGD,Cash,True,Payment for Documentary Collection ID: 13
416241,5136,4496,29,29,18.0,1.0,2024-10-30 16:19:49,302,199980.9,186.0,SGD,SGD,API,False,Zoom Pro account subscription
416242,5136,0,29,0,0.55,1.0,2024-10-30 16:19:49,153,199980.9,186.0,SGD,SGD,API,False,Zoom Pro account subscription
416243,5172,4496,29,29,18.0,1.0,2024-10-30 16:21:51,302,198980.9,204.0,SGD,SGD,API,False,Zoom Pro account subscription
416244,5172,0,29,0,0.55,1.0,2024-10-30 16:21:51,153,198980.9,204.0,SGD,SGD,API,False,Zoom Pro account subscription
416245,5174,4496,33,29,18.0,1.0,2024-10-30 16:22:42,302,200981.45,222.0,SGD,SGD,API,False,Zoom Pro account subscription
416246,5174,0,33,0,0.55,1.0,2024-10-30 16:22:42,153,200981.45,222.0,SGD,SGD,API,False,Zoom Pro account subscription
416247,5174,4496,33,29,18.0,1.0,2024-10-30 16:23:36,302,200962.9,240.0,SGD,SGD,API,False,Zoom Pro account subscription
416248,5174,0,33,0,0.55,1.0,2024-10-30 16:23:36,153,200962.9,240.0,SGD,SGD,API,False,Zoom Pro account subscription
416249,5174,4496,33,29,18.0,1.0,2024-10-30 16:23:38,302,200944.35,258.0,SGD,SGD,API,False,Zoom Pro account subscription
416250,5174,0,33,0,0.55,1.0,2024-10-30 16:23:39,153,200944.35,258.0,SGD,SGD,API,False,Zoom Pro account subscription
416251,5174,4496,33,29,18.0,1.0,2024-10-30 16:23:40,302,200925.8,276.0,SGD,SGD,API,False,Zoom Pro account subscription
416252,5174,0,33,0,0.55,1.0,2024-10-30 16:23:40,153,200925.8,276.0,SGD,SGD,API,False,Zoom Pro account subscription
416253,5192,5148,33,29,199880.9,1.0,2024-10-30 16:28:23,301,99.45,399861.8,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 71
416254,5192,0,33,0,0.55,1.0,2024-10-30 16:28:23,153,99.45,399861.8,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 71
416255,0,5192,0,33,0.03,1.0,2024-10-30 16:28:23,200,0.0,99.48,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 71
416256,0,5148,0,29,119.96,1.0,2024-10-30 16:28:23,200,0.0,399981.76,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 71
416257,0,5192,0,33,0.06,1.0,2024-10-30 16:33:01,200,0.0,99.54,SGD,SGD,Mobile Banking,False,Interest Accrual for Notional Pooling: 75
416258,0,5148,0,29,239.99,1.0,2024-10-30 16:33:25,200,0.0,400221.75,SGD,SGD,Mobile Banking,False,Interest Accrual for Notional Pooling: 76
416259,0,5148,0,29,240.13,1.0,2024-10-30 16:33:31,200,0.0,400461.88,SGD,SGD,Mobile Banking,False,Interest Accrual for Notional Pooling: 76
416260,5180,5136,33,29,199880.9,1.0,2024-10-30 16:36:32,301,99.45,399861.8,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 77
416261,5180,0,33,0,0.55,1.0,2024-10-30 16:36:32,153,99.45,399861.8,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 77
416262,5181,5136,33,29,14850.0,1.0,2024-10-30 16:36:32,301,149.45,414711.8,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 77
416263,5181,0,33,0,0.55,1.0,2024-10-30 16:36:32,153,149.45,414711.8,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 77
416264,0,5180,0,33,0.03,1.0,2024-10-30 16:36:32,200,0.0,99.48,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 77
416265,0,5181,0,33,0.05,1.0,2024-10-30 16:36:32,200,0.0,149.5,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 77
416266,0,5136,0,29,124.41,1.0,2024-10-30 16:36:33,200,0.0,414836.21,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 77
416267,0,5180,0,33,0.07,1.0,2024-10-30 16:45:31,200,0.0,99.55,SGD,SGD,Mobile Banking,False,Interest Accrual for Notional Pooling: 79
416268,0,5136,0,29,128.95,1.0,2024-10-30 16:45:35,200,0.0,414965.16,SGD,SGD,Mobile Banking,False,Interest Accrual for Notional Pooling: 80
416269,5174,5172,33,29,195925.8,1.0,2024-10-30 16:52:54,301,4999.45,394906.7,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 81
416270,5174,0,33,0,0.55,1.0,2024-10-30 16:52:54,153,4999.45,394906.7,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 81
416271,5175,5172,33,29,11999.45,1.0,2024-10-30 16:52:54,301,1999.45,406906.15,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 81
416272,5175,0,33,0,0.55,1.0,2024-10-30 16:52:54,153,1999.45,406906.15,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 81
416273,0,5174,0,33,1.5,1.0,2024-10-30 16:52:54,200,0.0,5000.95,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 81
416274,0,5175,0,33,0.6,1.0,2024-10-30 16:52:55,200,0.0,2000.05,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 81
416275,0,5172,0,29,122.07,1.0,2024-10-30 16:52:55,200,0.0,407028.22,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 81
416276,5172,5174,29,33,194999.05,1.0,2024-10-30 17:00:44,301,212028.62,200000.0,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 82
416277,5172,0,29,0,0.55,1.0,2024-10-30 17:00:45,153,212028.62,200000.0,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 82
416278,5172,5175,29,33,12999.95,1.0,2024-10-30 17:00:45,301,199028.12,15000.0,SGD,SGD,Cash,False,Physical Pooling Fund Transfer ID: 82
416279,5172,0,29,0,0.55,1.0,2024-10-30 17:00:45,153,199028.12,15000.0,SGD,SGD,Cash,True,Physical Pooling Fund Transfer ID: 82
416280,0,5174,0,33,60.0,1.0,2024-10-30 17:00:45,200,0.0,200060.0,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 82
416281,0,5175,0,33,4.5,1.0,2024-10-30 17:00:45,200,0.0,15004.5,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 82
416282,0,5172,0,29,59.71,1.0,2024-10-30 17:00:45,200,0.0,199087.83,SGD,SGD,Mobile Banking,False,Interest Accrual for Physical Pooling: 82
416283,5174,5172,33,29,663.15,1.0,2024-10-30 17:19:19,301,199396.3,199750.98,SGD,SGD,Cash,False,Payment for Documentary Collection ID: 21
416284,5174,0,33,0,0.55,1.0,2024-10-30 17:19:19,153,199396.3,199750.98,SGD,SGD,Cash,True,Payment for Documentary Collection ID: 21
416285,4910,4907,29,29,1000.0,1.0,2024-10-30 20:29:29,301,4840.37,5028.33,SGD,SGD,Cash,False,proj_test
416286,4910,0,29,0,0.05,1.0,2024-10-30 20:29:30,153,4840.37,5028.33,SGD,SGD,Cash,True,proj_test
416287,0,5226,0,29,0.0,1.0,2024-10-30 23:52:46,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
416288,0,5226,0,29,1000000.0,1.0,2024-10-30 23:54:24,200,0.0,1000000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416289,0,5226,0,29,1000000.0,1.0,2024-10-30 23:54:36,200,0.0,2000000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416290,0,5226,0,29,1000000.0,1.0,2024-10-30 23:54:41,200,0.0,3000000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416291,0,5226,0,29,1000000.0,1.0,2024-10-30 23:54:59,200,0.0,4000000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416292,0,5226,0,29,1000000.0,1.0,2024-10-30 23:55:01,200,0.0,5000000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416293,0,5226,0,29,1000000.0,1.0,2024-10-30 23:55:10,200,0.0,6000000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416294,0,5226,0,29,1000000.0,1.0,2024-10-30 23:56:14,200,0.0,7000000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416295,0,5226,0,29,1000000.0,1.0,2024-10-30 23:56:50,200,0.0,8000000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416296,0,5226,0,29,1000.0,1.0,2024-10-30 23:56:57,200,0.0,8001000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416297,0,5226,0,29,1000000.0,1.0,2024-10-30 23:57:19,200,0.0,9001000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416298,0,5227,0,29,0.0,1.0,2024-10-31 00:23:30,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
416299,0,5227,0,29,1000000.0,1.0,2024-10-31 00:24:23,200,0.0,1000000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416300,0,5228,0,29,1000000.0,1.0,2024-10-31 00:24:41,200,0.0,1000000.0,SGD,SGD,Cash,False,Payment Transfer to Friend
416301,5228,0,29,0,100.0,1.0,2024-10-31 01:34:13,100,999900.0,0.0,SGD,SGD,Mobile Banking,False,Nothing
416302,5228,0,29,0,100.0,1.0,2024-10-31 01:34:46,100,999800.0,0.0,SGD,SGD,Mobile Banking,False,Nothing
416303,0,4267,0,29,200.0,1.0,2024-10-31 13:57:05,200,0.0,14348162.64,SGD,SGD,Mobile Banking,False,Test GL Posting integration
416304,4267,0,29,0,100.0,1.0,2024-10-31 13:58:32,100,14348062.64,0.0,SGD,SGD,Mobile Banking,False,Test GL Posting
416305,0,4267,0,29,100.0,1.0,2024-10-31 14:04:03,200,0.0,14348162.64,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416306,0,4267,0,29,100.0,1.0,2024-10-31 14:07:51,200,0.0,14348262.64,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416307,0,4267,0,29,100.0,1.0,2024-10-31 14:13:34,200,0.0,14348362.64,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416308,0,4267,0,29,100.0,1.0,2024-10-31 14:15:07,200,0.0,14348462.64,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416309,0,4267,0,29,100.0,1.0,2024-10-31 14:17:11,200,0.0,14348562.64,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416310,0,4267,0,29,100.0,1.0,2024-10-31 14:19:47,200,0.0,14348662.64,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416311,0,4267,0,29,101.0,1.0,2024-10-31 14:21:02,200,0.0,14348763.64,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416312,0,4267,0,29,102.0,1.0,2024-10-31 14:21:34,200,0.0,14348865.64,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416313,0,4267,0,29,103.0,1.0,2024-10-31 14:22:57,200,0.0,14348968.64,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416314,4267,0,29,0,101.0,1.0,2024-10-31 14:23:34,100,14348867.64,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
416315,4267,0,29,0,0.1,1.0,2024-10-31 20:01:52,100,14348867.54,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416316,5228,0,29,0,0.1,1.0,2024-11-01 00:15:40,100,999799.9,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416317,5228,0,29,0,0.1,1.0,2024-11-01 00:44:31,100,999799.8,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416318,5228,0,29,0,0.1,1.0,2024-11-01 00:46:00,100,999799.7,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416319,5228,0,29,0,0.1,1.0,2024-11-01 00:47:17,100,999799.6,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416320,5228,0,29,0,0.1,1.0,2024-11-01 00:47:24,100,999799.5,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416321,5228,0,29,0,0.1,1.0,2024-11-01 00:59:07,100,999799.4,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416322,5228,0,29,0,0.1,1.0,2024-11-01 00:59:20,100,999799.3,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416323,5087,4267,33,29,100.0,1.0,2024-11-01 14:59:54,301,27163.15,14348967.54,SGD,SGD,Cash,False,Payment Transfer to Friend
416324,5087,0,33,0,0.05,1.0,2024-11-01 14:59:55,153,27163.15,14348967.54,SGD,SGD,Cash,True,Payment Transfer to Friend
416325,5087,4267,33,29,100.0,1.0,2024-11-01 15:01:41,301,27063.1,14349067.54,SGD,SGD,Cash,False,Payment Transfer to Friend
416326,5087,4267,33,29,100.0,1.0,2024-11-01 15:12:21,301,26963.05,14349167.54,SGD,SGD,Cash,False,Payment Transfer to Friend
